texto_original,texto_limpio,valor_normalizado,metodo_usado,confianza,explicacion,requiere_revision,categoria,tipo_dato,id_original,division,esquema,clave_original,fecha_proceso
UNIDAD HABITACIONAL 626,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,270,DES,MASIVO,MASS000270,2025-05-28 11:21:40
LOTE 833,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,271,DES,MASIVO,MASS000271,2025-05-28 11:21:40
RINCON DE 311,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,272,DES,MASIVO,MASS000272,2025-05-28 11:21:40
SANTA 978_123,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,273,DES,MASIVO,MASS000273,2025-05-28 11:21:40
MANZANA 823,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,274,DES,MASIVO,MASS000274,2025-05-28 11:21:40
RESIDENCIAL 154,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,275,DES,MASIVO,MASS000275,2025-05-28 11:21:40
BARRIO 298,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,276,DES,MASIVO,MASS000276,2025-05-28 11:21:40
VIEJA 528,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,277,DES,MASIVO,MASS000277,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 870,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,278,DES,MASIVO,MASS000278,2025-05-28 11:21:40
RESIDENCIAL 996,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,279,DES,MASIVO,MASS000279,2025-05-28 11:21:40
LOMAS DE 803,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,280,DES,MASIVO,MASS000280,2025-05-28 11:21:40
VILLAS DE 997,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,281,DES,MASIVO,MASS000281,2025-05-28 11:21:40
PUEBLO 717,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,282,DES,MASIVO,MASS000282,2025-05-28 11:21:40
SECTOR 328,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,283,DES,MASIVO,MASS000283,2025-05-28 11:21:40
JARDINES DE 593,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,284,DES,MASIVO,MASS000284,2025-05-28 11:21:40
RESIDENCIAL 636,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,285,DES,MASIVO,MASS000285,2025-05-28 11:21:40
AMPLIACION 957,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,286,DES,MASIVO,MASS000286,2025-05-28 11:21:40
ZONA 697,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,287,DES,MASIVO,MASS000287,2025-05-28 11:21:40
FRACC 111,FRACC,FRACCIONAMIENTO,EQUIVALENCIA,1.0,Equivalencia: FRACC → FRACCIONAMIENTO,False,EXACTO,colonia,288,DES,MASIVO,MASS000288,2025-05-28 11:21:40
ZONA 892,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,289,DES,MASIVO,MASS000289,2025-05-28 11:21:40
NUEVA 863,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,290,DES,MASIVO,MASS000290,2025-05-28 11:21:40
NUEVA 903,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,291,DES,MASIVO,MASS000291,2025-05-28 11:21:40
BARRIO 764,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,292,DES,MASIVO,MASS000292,2025-05-28 11:21:40
SANTA 558,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,293,DES,MASIVO,MASS000293,2025-05-28 11:21:40
UNIDAD HABITACIONAL 757,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,294,DES,MASIVO,MASS000294,2025-05-28 11:21:40
VILLAS DE 666,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,295,DES,MASIVO,MASS000295,2025-05-28 11:21:40
LOTE 46,LOTE 46,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE 46',True,SIN_MATCH,colonia,296,DES,MASIVO,MASS000296,2025-05-28 11:21:40
UNIDAD HABITACIONAL 180,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,297,DES,MASIVO,MASS000297,2025-05-28 11:21:40
LOTE 698,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,298,DES,MASIVO,MASS000298,2025-05-28 11:21:40
RESIDENCIAL 124,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,299,DES,MASIVO,MASS000299,2025-05-28 11:21:40
VIEJA 583,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,300,DES,MASIVO,MASS000300,2025-05-28 11:21:40
LOTE 36,LOTE 36,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE 36',True,SIN_MATCH,colonia,301,DES,MASIVO,MASS000301,2025-05-28 11:21:40
SANTA 732_123,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,302,DES,MASIVO,MASS000302,2025-05-28 11:21:40
SECTOR 287,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,303,DES,MASIVO,MASS000303,2025-05-28 11:21:40
LOTE 712_123,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,304,DES,MASIVO,MASS000304,2025-05-28 11:21:40
INDUSTRIAL 391,INDUSTRIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'INDUSTRIAL',True,SIN_MATCH,colonia,305,DES,MASIVO,MASS000305,2025-05-28 11:21:40
MANZANA 812,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,306,DES,MASIVO,MASS000306,2025-05-28 11:21:40
BARRIO 807,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,307,DES,MASIVO,MASS000307,2025-05-28 11:21:40
PUEBLO 580,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,308,DES,MASIVO,MASS000308,2025-05-28 11:21:40
MANZANA 682_123,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,309,DES,MASIVO,MASS000309,2025-05-28 11:21:40
RINCON DE 357,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,310,DES,MASIVO,MASS000310,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 972,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,311,DES,MASIVO,MASS000311,2025-05-28 11:21:40
NUEVA 556,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,312,DES,MASIVO,MASS000312,2025-05-28 11:21:40
NUEVA 308,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,313,DES,MASIVO,MASS000313,2025-05-28 11:21:40
LOMAS DE 117,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,314,DES,MASIVO,MASS000314,2025-05-28 11:21:40
CENTRO 568,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,315,DES,MASIVO,MASS000315,2025-05-28 11:21:40
SECTOR 354,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,316,DES,MASIVO,MASS000316,2025-05-28 11:21:40
NUEVA 469,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,317,DES,MASIVO,MASS000317,2025-05-28 11:21:40
VIEJA 25,VIEJA 25,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA 25',True,SIN_MATCH,colonia,318,DES,MASIVO,MASS000318,2025-05-28 11:21:40
FRACCIONAMIENTO 211,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,319,DES,MASIVO,MASS000319,2025-05-28 11:21:40
LOTE 392,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,320,DES,MASIVO,MASS000320,2025-05-28 11:21:40
VILLAS DE 335,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,321,DES,MASIVO,MASS000321,2025-05-28 11:21:40
RINCON DE 243,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,322,DES,MASIVO,MASS000322,2025-05-28 11:21:40
JARDINES DE 263,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,323,DES,MASIVO,MASS000323,2025-05-28 11:21:40
JARDINES DE 784,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,324,DES,MASIVO,MASS000324,2025-05-28 11:21:40
VIEJA 83,VIEJA 83,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA 83',True,SIN_MATCH,colonia,325,DES,MASIVO,MASS000325,2025-05-28 11:21:40
PUEBLO 359,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,326,DES,MASIVO,MASS000326,2025-05-28 11:21:40
FRACCIONAMIENTO 500,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,327,DES,MASIVO,MASS000327,2025-05-28 11:21:40
ZONA 876,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,328,DES,MASIVO,MASS000328,2025-05-28 11:21:40
JARDINES DE 877,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,329,DES,MASIVO,MASS000329,2025-05-28 11:21:40
RESIDENCIAL 728,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,330,DES,MASIVO,MASS000330,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 210,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,331,DES,MASIVO,MASS000331,2025-05-28 11:21:40
LOTE 937_123,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,332,DES,MASIVO,MASS000332,2025-05-28 11:21:40
PUEBLO 588,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,333,DES,MASIVO,MASS000333,2025-05-28 11:21:40
JARDINES DE 903,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,334,DES,MASIVO,MASS000334,2025-05-28 11:21:40
LOMAS DE 587,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,335,DES,MASIVO,MASS000335,2025-05-28 11:21:40
  VILLAS DE 817  ,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,336,DES,MASIVO,MASS000336,2025-05-28 11:21:40
BARRIO 596,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,337,DES,MASIVO,MASS000337,2025-05-28 11:21:40
  LOMAS DE 301  ,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,338,DES,MASIVO,MASS000338,2025-05-28 11:21:40
RINCON DE 549,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,339,DES,MASIVO,MASS000339,2025-05-28 11:21:40
BARRIO 844,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,340,DES,MASIVO,MASS000340,2025-05-28 11:21:40
FRACCIONAMIENTO 995,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,341,DES,MASIVO,MASS000341,2025-05-28 11:21:40
MANZANA 730,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,342,DES,MASIVO,MASS000342,2025-05-28 11:21:40
COMERCIAL 490,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,343,DES,MASIVO,MASS000343,2025-05-28 11:21:40
  CONJUNTO HABITACIONAL 765  ,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,344,DES,MASIVO,MASS000344,2025-05-28 11:21:40
MANZANA 936,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,345,DES,MASIVO,MASS000345,2025-05-28 11:21:40
LOMAS DE 133,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,346,DES,MASIVO,MASS000346,2025-05-28 11:21:40
RINCON DE 918,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,347,DES,MASIVO,MASS000347,2025-05-28 11:21:40
RESIDENCIAL 177,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,348,DES,MASIVO,MASS000348,2025-05-28 11:21:40
UNIDAD HABITACIONAL 801,UNIDAD HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'UNIDAD HABITACIONAL',True,SIN_MATCH,colonia,349,DES,MASIVO,MASS000349,2025-05-28 11:21:40
FRACC 367,FRACC,FRACCIONAMIENTO,EQUIVALENCIA,1.0,Equivalencia: FRACC → FRACCIONAMIENTO,False,EXACTO,colonia,350,DES,MASIVO,MASS000350,2025-05-28 11:21:40
VIEJA 4,VIEJA 4,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA 4',True,SIN_MATCH,colonia,351,DES,MASIVO,MASS000351,2025-05-28 11:21:40
CENTRO 708,CENTRO,CENTRO,EQUIVALENCIA,1.0,Equivalencia: CENTRO → CENTRO,False,EXACTO,colonia,352,DES,MASIVO,MASS000352,2025-05-28 11:21:40
FRACC 530,FRACC,FRACCIONAMIENTO,EQUIVALENCIA,1.0,Equivalencia: FRACC → FRACCIONAMIENTO,False,EXACTO,colonia,353,DES,MASIVO,MASS000353,2025-05-28 11:21:40
VIEJA 527,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,354,DES,MASIVO,MASS000354,2025-05-28 11:21:40
COMERCIAL 810,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,355,DES,MASIVO,MASS000355,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 478,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,356,DES,MASIVO,MASS000356,2025-05-28 11:21:40
SAN 238,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,357,DES,MASIVO,MASS000357,2025-05-28 11:21:40
SAN 321,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,358,DES,MASIVO,MASS000358,2025-05-28 11:21:40
AMPLIACION 833,AMPLIACION,,SIN_MATCH,0.0,No se encontró coincidencia para 'AMPLIACION',True,SIN_MATCH,colonia,359,DES,MASIVO,MASS000359,2025-05-28 11:21:40
FRACCIONAMIENTO 203,FRACCIONAMIENTO,,SIN_MATCH,0.0,No se encontró coincidencia para 'FRACCIONAMIENTO',True,SIN_MATCH,colonia,360,DES,MASIVO,MASS000360,2025-05-28 11:21:40
NUEVA 587,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,361,DES,MASIVO,MASS000361,2025-05-28 11:21:40
VILLAS DE 339,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,362,DES,MASIVO,MASS000362,2025-05-28 11:21:40
LOTE 719,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,363,DES,MASIVO,MASS000363,2025-05-28 11:21:40
VIEJA 922,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,364,DES,MASIVO,MASS000364,2025-05-28 11:21:40
NUEVA 108,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,365,DES,MASIVO,MASS000365,2025-05-28 11:21:40
VIEJA 720_123,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,366,DES,MASIVO,MASS000366,2025-05-28 11:21:40
RESIDENCIAL 641,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,367,DES,MASIVO,MASS000367,2025-05-28 11:21:40
SAN 425,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,368,DES,MASIVO,MASS000368,2025-05-28 11:21:40
SANTA 215,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,369,DES,MASIVO,MASS000369,2025-05-28 11:21:40
COMERCIAL 707,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,370,DES,MASIVO,MASS000370,2025-05-28 11:21:40
SANTA 150,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,371,DES,MASIVO,MASS000371,2025-05-28 11:21:40
LOMAS DE 292,LOMAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOMAS DE',True,SIN_MATCH,colonia,372,DES,MASIVO,MASS000372,2025-05-28 11:21:40
JARDINES DE 148_123,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,373,DES,MASIVO,MASS000373,2025-05-28 11:21:40
COMERCIAL 914,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,374,DES,MASIVO,MASS000374,2025-05-28 11:21:40
RINCON DE 817,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,375,DES,MASIVO,MASS000375,2025-05-28 11:21:40
SAN 794,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,376,DES,MASIVO,MASS000376,2025-05-28 11:21:40
SANTA 804,SANTA,,SIN_MATCH,0.0,No se encontró coincidencia para 'SANTA',True,SIN_MATCH,colonia,377,DES,MASIVO,MASS000377,2025-05-28 11:21:40
MANZANA 791,MANZANA,,SIN_MATCH,0.0,No se encontró coincidencia para 'MANZANA',True,SIN_MATCH,colonia,378,DES,MASIVO,MASS000378,2025-05-28 11:21:40
SECTOR 997,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,379,DES,MASIVO,MASS000379,2025-05-28 11:21:40
BARRIO 70,BARRIO 70,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO 70',True,SIN_MATCH,colonia,380,DES,MASIVO,MASS000380,2025-05-28 11:21:40
VILLAS DE 903,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,381,DES,MASIVO,MASS000381,2025-05-28 11:21:40
SAN 193,SAN,,SIN_MATCH,0.0,No se encontró coincidencia para 'SAN',True,SIN_MATCH,colonia,382,DES,MASIVO,MASS000382,2025-05-28 11:21:40
VILLAS DE 409,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,383,DES,MASIVO,MASS000383,2025-05-28 11:21:40
CONJUNTO HABITACIONAL 446,CONJUNTO HABITACIONAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'CONJUNTO HABITACIONAL',True,SIN_MATCH,colonia,384,DES,MASIVO,MASS000384,2025-05-28 11:21:40
JARDINES DE 792,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,385,DES,MASIVO,MASS000385,2025-05-28 11:21:40
PUEBLO 467,PUEBLO,,SIN_MATCH,0.0,No se encontró coincidencia para 'PUEBLO',True,SIN_MATCH,colonia,386,DES,MASIVO,MASS000386,2025-05-28 11:21:40
JARDINES DE 955,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,387,DES,MASIVO,MASS000387,2025-05-28 11:21:40
COMERCIAL 411,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,388,DES,MASIVO,MASS000388,2025-05-28 11:21:40
ZONA 574,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,389,DES,MASIVO,MASS000389,2025-05-28 11:21:40
VILLAS DE 831,VILLAS DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'VILLAS DE',True,SIN_MATCH,colonia,390,DES,MASIVO,MASS000390,2025-05-28 11:21:40
LOTE 32,LOTE 32,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE 32',True,SIN_MATCH,colonia,391,DES,MASIVO,MASS000391,2025-05-28 11:21:40
BARRIO 430,BARRIO,,SIN_MATCH,0.0,No se encontró coincidencia para 'BARRIO',True,SIN_MATCH,colonia,392,DES,MASIVO,MASS000392,2025-05-28 11:21:40
RINCON DE 129,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,393,DES,MASIVO,MASS000393,2025-05-28 11:21:40
LOTE 807,LOTE,,SIN_MATCH,0.0,No se encontró coincidencia para 'LOTE',True,SIN_MATCH,colonia,394,DES,MASIVO,MASS000394,2025-05-28 11:21:40
VIEJA 688,VIEJA,,SIN_MATCH,0.0,No se encontró coincidencia para 'VIEJA',True,SIN_MATCH,colonia,395,DES,MASIVO,MASS000395,2025-05-28 11:21:40
COMERCIAL 881,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,396,DES,MASIVO,MASS000396,2025-05-28 11:21:40
ZONA 176,ZONA,ZONA RÍO,FUZZY_BAJO,0.73,Fuzzy match bajo: 'ZONA' ≈ 'ZONA RÍO' (73%),True,REVISAR,colonia,397,DES,MASIVO,MASS000397,2025-05-28 11:21:40
RINCON DE 327,RINCON DE,,SIN_MATCH,0.0,No se encontró coincidencia para 'RINCON DE',True,SIN_MATCH,colonia,398,DES,MASIVO,MASS000398,2025-05-28 11:21:40
RESIDENCIAL 754,RESIDENCIAL,RESIDENCIAL SAN AGUSTÍN,FUZZY_BAJO,0.67,Fuzzy match bajo: 'RESIDENCIAL' ≈ 'RESIDENCIAL SAN AGUSTÍN' (67%),True,REVISAR,colonia,399,DES,MASIVO,MASS000399,2025-05-28 11:21:40
NUEVA 889,NUEVA,,SIN_MATCH,0.0,No se encontró coincidencia para 'NUEVA',True,SIN_MATCH,colonia,400,DES,MASIVO,MASS000400,2025-05-28 11:21:40
SECTOR 506,SECTOR,,SIN_MATCH,0.0,No se encontró coincidencia para 'SECTOR',True,SIN_MATCH,colonia,401,DES,MASIVO,MASS000401,2025-05-28 11:21:40
COMERCIAL 235,COMERCIAL,,SIN_MATCH,0.0,No se encontró coincidencia para 'COMERCIAL',True,SIN_MATCH,colonia,402,DES,MASIVO,MASS000402,2025-05-28 11:21:40
JARDINES DE 127,JARDINES DE,JARDINES DE GUADALUPE,FUZZY_BAJO,0.69,Fuzzy match bajo: 'JARDINES DE' ≈ 'JARDINES DE GUADALUPE' (69%),True,REVISAR,colonia,403,DES,MASIVO,MASS000403,2025-05-28 11:21:40
